,Mus musculus,Rattus norvegicus,Panthera leo,Triturus cristatus,Ateles paniscus,Branta canadensis,Camelus dromedarius,Cebus albifrons,Crocodylus siamensis,Echinops telfairi,Erinaceus europaeus,Hippopotamus amphibius,Lagothrix lagotricha,Lutra lutra,Macaca mulatta,Mellivora capensis,Microtus xanthognathus,Nasua nasua,Tursiops truncatus,Anas platyrhynchos,Camelus bactrianus,Cavia porcellus,Crocuta crocuta,Elephas maximus,Lama guanicoe,Martes foina,Mustela putorius,Paguma larvata,Sminthopsis crassicaudata,Struthio camelus,Tragelaphus strepsiceros,Tapirus terrestris,Callimico goeldii,Colobus guereza,Lama glama,Macropus giganteus,Phalacrocorax carbo,Papio cynocephalus,Rhinolophus ferrumequinum,Squalus acanthias,Vultur gryphus,Panthera onca,Aquila chrysaetos,Ateles geoffroyi,Balaenoptera acutorostrata,Bos taurus,Ceratotherium simum,Crocodylus niloticus,Dasyurus viverrinus,Equus zebra,Homo sapiens,Papio anubis,Saimiri sciureus,Scalopus aquaticus,Ovis aries,Ursus thibetanus,Accipiter gentilis,Ailuropoda melanoleuca,Alligator mississippiensis,Antrozous pallidus,Canis latrans,Cebus capucinus,Chlorocebus aethiops,Chrysocyon brachyurus,Dasypus novemcinctus,Didelphis virginiana,Equus caballus,Lama vicugna,Physeter catodon,Procyon lotor,Oryctolagus cuniculus,Talpa europaea,Ursus maritimus,Aotus trivirgatus,Bradypus tridactylus,Bubalus bubalis,Caretta caretta,Gallus gallus,Columba livia,Helarctos malayanus,Lepus europaeus,Loxodonta africana,Macropus rufus,Meles meles,Myotis velifer,Ornithorhynchus anatinus,Potorous tridactylus,Tadarida brasiliensis,Thunnus thynnus,Vulpes vulpes,Sus scrofa,Rhea americana,Saguinus fuscicollis,Suncus murinus,Trichechus inunguis,Lemur catta,Lynx lynx,Macropus eugenii,Ondatra zibethicus,Phoca vitulina,Pongo pygmaeus,Pteronura brasiliensis,Rangifer tarandus,Rhinoceros unicornis,Aythya affinis,Aythya marila,Myodes glareolus,Peromyscus leucopus,Marmota flaviventris,Peromyscus maniculatus,Tamias minimus,Peromyscus polionotus,Peromyscus gossypinus,Peromyscus eremicus,Peromyscus boylii,Castor fiber,Marmota caligata,Peromyscus truei,Ammotragus lervia,Mammuthus primigenius,Mesoplodon densirostris,Orycteropus afer,Panthera pardus,Balaenoptera omurai,Panthera tigris,Lipotes vexillifer,Delphinapterus leucas,Sousa chinensis,Ochotona princeps,Branta bernicla,Aythya americana,Cygnus atratus,Melanitta nigra,Melanitta perspicillata,Bucephala albeola,Bos indicus,Neophocaena phocaenoides,Kogia sima,Bison bison,Somateria mollissima,Aythya valisineria,Mergus merganser,Bucephala clangula,Mareca americana,Anas carolinensis,Aythya collaris,Anser albifrons,Lophodytes cucullatus,Histrionicus histrionicus,Tadorna tadornoides,Cygnus columbianus,Cygnus buccinator,Mergus serrator,Spatula clypeata,Melanitta fusca,Anas acuta
Mus musculus
Dasyurus viverrinus,6035416.666666667,1857051.282051282,1857051.282051282,3386500.0,1931333.3333333333,3905555.5555555555,1957432.4324324324,1957432.4324324324,3401612.9032258065,1810625.0,1175693.3333333333,1905921.0526315789,1957432.4324324324,2069285.7142857143,1984246.5753424657,2069285.7142857143,1646022.7272727273,2040140.8450704226,2330851.063829787,3954375.0,1957432.4324324324,1810625.0,1957432.4324324324,1931333.3333333333,1957432.4324324324,2069285.7142857143,2069285.7142857143,1957432.4324324324,65683.82352941176,4055769.230769231,1957432.4324324324,1881168.831168831,1957432.4324324324,2785576.923076923,1957432.4324324324,668586.9565217391,3954375.0,2040140.8450704226,1905921.0526315789,5230494.505494505,3857926.8292682925,1857051.282051282,3857926.8292682925,1931333.3333333333,1480405.4054054054,1931333.3333333333,1957432.4324324324,3476373.6263736263
Equus zebra,1179487.1794871795,1916666.6666666667,1885810.810810811,4341666.666666667,4000000.0,6590625.0,3234259.2592592593,3833333.3333333335,4793181.818181818,1444886.3636363635,3149178.5714285714,3493000.0,4181818.1818181816,3171590.909090909,3538461.5384615385,3171590.909090909,1840000.0,2907291.6666666665,1542957.7464788733,6730851.063829787,3234259.2592592593,2090909.0909090908,2114393.9393939395,1816428.5714285714,3234259.2592592593,3322619.0476190476,3033695.652173913,1993571.4285714286,3448809.523809524,7030000.0,3234259.2592592593,3796428.5714285714,3680000.0,836363.6363636364,3234259.2592592593,3448809.523809524,7030000.0,4181818.1818181816,2584259.2592592593,5666369.047619048,7030000.0,1885810.810810811,6730851.063829787,4181818.1818181816,4564583.333333333,3011206.896551724,4429166.666666667,5021428.571428572,1931333.3333333333
Homo sapiens,781764.7058823529,935915.4929577465,1551171.875,3564736.8421052634,680319.1489361703,4393750.0,1431557.3770491802,659753.5714285715,3554494.382022472,1241000.0,1399634.9206349207,1505603.448275862,666145.8333333334,1805000.0,494642.85714285716,1838425.9259259258,862987.012987013,1805000.0,1288823.5294117648,4393750.0,1431557.3770491802,963043.4782608695,1575793.650793651,1410227.2727272727,1408467.7419354839,1838425.9259259258,1772767.857142857,1575793.650793651,1931333.3333333333,4162500.0,1505603.448275862,1460317.4603174604,652551.0204081633,295579.26829268294,1408467.7419354839,2069285.7142857143,4275000.0,475245.09803921566,1741666.6666666667,4807828.282828283,4218000.0,1551171.875,4275000.0,680319.1489361703,2066981.1320754718,1505603.448275862,1533333.3333333333,3594886.3636363638,1684302.3255813953,1483870.9677419355
Papio anubis,874342.1052631579,1703846.1538461538,3676851.8518518517,4455921.052631579,3132812.5,7189772.7272727275,3493000.0,3591991.6666666665,4652205.882352941,2659285.714285714,3265814.814814815,3638541.6666666665,3580357.1428571427,9025000.0,2681083.3333333335,9927500.0,1444565.2173913044,6618333.333333333,1460666.6666666667,7189772.7272727275,3493000.0,1703846.1538461538,4512500.0,3002419.35483871,3234259.2592592593,9927500.0,8272916.666666667,4512500.0,3532926.8292682925,6730851.063829787,3493000.0,3680000.0,2784722.222222222,126893.8679245283,3234259.2592592593,4023611.111111111,6877173.9130434785,684350.0,5839705.882352941,5949687.5,6730851.063829787,3676851.8518518517,6730851.063829787,2784722.222222222,5477500.0,3358653.846153846,4181818.1818181816,4721641.791044776,2011805.5555555555,4000000.0,484750.0
Saimiri sciureus,841139.2405063291,1703846.1538461538,3309166.6666666665,4341666.666666667,2362500.0,7030000.0,3969318.1818181816,3591991.6666666665,4652205.882352941,2515540.5405405406,3149178.5714285714,3796739.1304347827,3780000.0,6618333.333333333,2506250.0,6618333.333333333,1444565.2173913044,6204687.5,1521527.7777777778,7030000.0,3969318.1818181816,1703846.1538461538,3676851.8518518517,3324107.1428571427,3796739.1304347827,7091071.428571428,6618333.333333333,3818269.230769231,3218888.888888889,6590625.0,3638541.6666666665,3680000.0,2003125.0,236438.679245283,3796739.1304347827,3714102.564102564,6456122.448979592,2088541.6666666667,4512500.0,5876234.567901234,6327000.0,3309166.6666666665,6590625.0,3780000.0,6444117.647058823,3493000.0,3833333.3333333335,4721641.791044776,1957432.4324324324,3833333.3333333335,639500.0,2278409.090909091
Scalopus aquaticus,1095238.0952380951,1957446.8085106383,1938194.4444444445,4639041.095890411,2705882.3529411764,6877173.9130434785,2129878.048780488,2628571.4285714286,4218000.0,1444886.3636363635,2672030.303030303,2183125.0,2628571.4285714286,2250806.4516129033,2628571.4285714286,2250806.4516129033,1672727.2727272727,2180468.75,1335975.6097560977,6877173.9130434785,2129878.048780488,1916666.6666666667,1744375.0,1352659.574468085,2079166.6666666667,2180468.75,2052205.8823529412,1789102.564102564,3218888.888888889,6730851.063829787,2079166.6666666667,1453488.3720930233,2628571.4285714286,786324.7863247864,2079166.6666666667,3017708.3333333335,6327000.0,2705882.3529411764,2584259.2592592593,5348033.707865168,6456122.448979592,1938194.4444444445,6456122.448979592,2555555.5555555555,2882894.736842105,2183125.0,1562500.0,4218000.0,1788271.6049382717,1562500.0,1415384.6153846155,2787878.787878788,2486486.4864864866
Ovis aries,1078086.4197530865,1898369.5652173914,2728906.25,4639041.095890411,3493000.0,6202941.176470588,1721428.5714285714,3358653.846153846,4519285.714285715,2239102.564102564,3040586.206896552,2068750.0,3358653.846153846,3234259.2592592593,3234259.2592592593,3358653.846153846,1819270.8333333333,3118750.0,1521527.7777777778,6202941.176470588,1721428.5714285714,2425694.4444444445,3011206.896551724,2646212.121212121,1721428.5714285714,3234259.2592592593,3118750.0,2910833.3333333335,3148913.0434782607,6083653.846153846,1443750.0,2910833.3333333335,3493000.0,786711.7117117117,1721428.5714285714,3368604.6511627906,6456122.448979592,3011206.896551724,3011206.896551724,5599705.882352941,6083653.846153846,2728906.25,6083653.846153846,3638541.6666666665,4979545.454545454,1732500.0,3011206.896551724,4584782.608695652,1857051.282051282,3011206.896551724,1408467.7419354839,3011206.896551724,3234259.2592592593,2183125.0
Ursus thibetanus,1341554.054054054,2545512.8205128205,3018421.052631579,4703472.222222222,7091071.428571428,7532142.857142857,3796739.1304347827,7636538.461538462,4793181.818181818,2083823.5294117648,4408850.0,4366250.0,7091071.428571428,6382142.857142857,7091071.428571428,5584375.0,2112234.0425531915,3470277.777777778,1521527.7777777778,7532142.857142857,3796739.1304347827,2919852.9411764704,4096428.5714285714,2361666.6666666665,3638541.6666666665,6382142.857142857,5584375.0,4411538.461538462,3621250.0,7356976.7441860465,3638541.6666666665,2491964.285714286,7636538.461538462,945476.1904761905,3638541.6666666665,4138571.4285714286,7908750.0,7636538.461538462,4510714.285714285,5949687.5,7356976.7441860465,3018421.052631579,7356976.7441860465,6204687.5,5477500.0,3493000.0,2584259.2592592593,4942968.75,2040140.8450704226,2491964.285714286,1741666.6666666667,7091071.428571428,5839705.882352941,2180468.75,3234259.2592592593
Accipiter gentilis,3954375.0,5550000.0,6327000.0,4515333.333333333,6730851.063829787,9559090.909090908,6083653.846153846,6730851.063829787,4619768.518518519,5550000.0,7532142.857142857,6877173.9130434785,6456122.448979592,7189772.7272727275,6590625.0,7356976.7441860465,5361864.406779661,7030000.0,3857926.8292682925,9559090.909090908,6083653.846153846,5858333.333333333,6202941.176470588,6730851.063829787,6083653.846153846,7189772.7272727275,6877173.9130434785,6327000.0,7189772.7272727275,9159090.909090908,6202941.176470588,6590625.0,6590625.0,2727155.172413793,6083653.846153846,6877173.9130434785,8802272.727272727,6730851.063829787,7189772.7272727275,5470977.011494253,9565000.0,6327000.0,1539642.857142857,6456122.448979592,6456122.448979592,6083653.846153846,6590625.0,4706933.962264151,3857926.8292682925,7189772.7272727275,4162500.0,6590625.0,6456122.448979592,6202941.176470588,6456122.448979592,7189772.7272727275
Ailuropoda melanoleuca,1323666.6666666667,2421341.463414634,2606818.1818181816,4455921.052631579,7091071.428571428,7030000.0,4366250.0,7636538.461538462,4721641.791044776,1816666.6666666667,3674041.6666666665,3796739.1304347827,9927500.0,8935000.0,7636538.461538462,7445833.333333333,2026020.4081632653,3470277.777777778,1542957.7464788733,7030000.0,4366250.0,2612500.0,2867500.0,2530357.1428571427,4158333.3333333335,8935000.0,7445833.333333333,2867500.0,3621250.0,6590625.0,3969318.1818181816,2584259.2592592593,7636538.461538462,936556.6037735849,4158333.3333333335,3914864.864864865,7030000.0,7091071.428571428,4510714.285714285,5876234.567901234,6877173.9130434785,2606818.1818181816,6877173.9130434785,8272916.666666667,5765789.47368421,3796739.1304347827,2907291.6666666665,4721641.791044776,2040140.8450704226,2907291.6666666665,1805000.0,7636538.461538462,7636538.461538462,2052205.8823529412,3358653.846153846,491281.25,6730851.063829787
Alligator mississippiensis,3476373.6263736263,4162500.0,4455633.802816901,4515333.333333333,4333561.643835616,4376622.807017544,4333561.643835616,4275000.0,4256896.551724138,4218000.0,4455633.802816901,4455633.802816901,4275000.0,4393750.0,4333561.643835616,4455633.802816901,4275000.0,4519285.714285715,3554494.382022472,4454776.785714285,4333561.643835616,4793181.818181818,4584782.608695652,4866923.076923077,4333561.643835616,4393750.0,4333561.643835616,4584782.608695652,4942968.75,4454776.785714285,4455633.802816901,4333561.643835616,4275000.0,2680932.2033898304,4333561.643835616,4793181.818181818,4535772.7272727275,4275000.0,4393750.0,5534593.023255814,4535772.7272727275,4455633.802816901,4535772.7272727275,4333561.643835616,4652205.882352941,4393750.0,4455633.802816901,4408928.571428572,3515000.0,4519285.714285715,3401612.9032258065,4275000.0,4275000.0,4218000.0,4652205.882352941,4455633.802816901,4535772.7272727275,4393750.0
Antrozous pallidus,1240937.5,2308720.930232558,2177586.206896552,4341666.666666667,4136458.3333333335,6730851.063829787,2910833.3333333335,4512500.0,4519285.714285715,1574444.4444444445,3265814.814814815,3234259.2592592593,3818269.230769231,2745652.1739130435,3971000.0,2870454.5454545454,2158152.1739130435,2745652.1739130435,1460666.6666666667,6730851.063829787,2910833.3333333335,2757638.888888889,2255357.1428571427,2214062.5,2816935.4838709678,2745652.1739130435,2526000.0,2177586.206896552,3368604.6511627906,6590625.0,2728906.25,1885810.810810811,4136458.3333333335,878539.8230088495,2816935.4838709678,3811842.1052631577,7030000.0,3971000.0,2400000.0,5599705.882352941,6590625.0,2177586.206896552,6730851.063829787,3818269.230769231,4763043.478260869,2728906.25,2180468.75,4652205.882352941,1905921.0526315789,2114393.9393939395,1805000.0,3818269.230769231,4136458.3333333335,1836184.2105263157,2816935.4838709678,2870454.5454545454,6730851.063829787,2526000.0,4455633.802816901
Canis latrans,1341554.054054054,2421341.463414634,2606818.1818181816,4455921.052631579,5839705.882352941,7356976.7441860465,3358653.846153846,7636538.461538462,4721641.791044776,1864473.6842105263,3833782.6086956523,3796739.1304347827,7091071.428571428,4467500.0,6204687.5,4963888.888888889,2112234.0425531915,3133928.5714285714,1521527.7777777778,7356976.7441860465,3358653.846153846,2836428.5714285714,3373529.411764706,2443103.4482758623,3234259.2592592593,4467500.0,4467500.0,3584375.0,3811842.1052631577,7532142.857142857,3358653.846153846,2325833.3333333335,5839705.882352941,945476.1904761905,3234259.2592592593,4138571.4285714286,7356976.7441860465,6618333.333333333,3714705.882352941,5876234.567901234,7189772.7272727275,2606818.1818181816,7189772.7272727275,6204687.5,5216666.666666667,3234259.2592592593,3033695.652173913,4866923.076923077,2069285.7142857143,2406034.4827586208,1741666.6666666667,6204687.5,5225000.0,1993571.4285714286,2910833.3333333335,5484375.0,7030000.0,4387500.0,4455633.802816901,2870454.5454545454
Cebus capucinus,830625.0,1620731.7073170731,3676851.8518518517,4398051.948051948,2362500.0,7030000.0,3493000.0,32327925.0,4455633.802816901,2659285.714285714,3391423.076923077,4158333.3333333335,2700000.0,7636538.461538462,2784722.222222222,8272916.666666667,1444565.2173913044,6618333.333333333,1542957.7464788733,7030000.0,3493000.0,1795945.945945946,4512500.0,3209482.7586206896,3358653.846153846,7636538.461538462,7091071.428571428,4727380.952380952,3448809.523809524,6877173.9130434785,3638541.6666666665,3538461.5384615385,2670833.3333333335,236438.679245283,3358653.846153846,3914864.864864865,7030000.0,2784722.222222222,5225000.0,5804573.1707317075,6877173.9130434785,3676851.8518518517,6877173.9130434785,2100000.0,6086111.111111111,3493000.0,4181818.1818181816,4652205.882352941,1957432.4324324324,3680000.0,639500.0,2506250.0,845292.5,2628571.4285714286,3358653.846153846,7636538.461538462,6730851.063829787,7636538.461538462,4275000.0,4512500.0,7636538.461538462
Chlorocebus aethiops,862987.012987013,1661250.0,3676851.8518518517,4515333.333333333,5012500.0,7030000.0,3358653.846153846,3591991.6666666665,4721641.791044776,2737500.0,3391423.076923077,4158333.3333333335,3132812.5,9927500.0,3631916.6666666665,9927500.0,1476666.6666666667,9025000.0,1500684.9315068494,7030000.0,3358653.846153846,1795945.945945946,4963750.0,3209482.7586206896,3234259.2592592593,9927500.0,8272916.666666667,4963750.0,3292045.4545454546,6877173.9130434785,3638541.6666666665,3407407.407407407,3580357.1428571427,128102.38095238095,3234259.2592592593,3914864.864864865,7030000.0,2179150.0,4963750.0,5876234.567901234,6877173.9130434785,3676851.8518518517,6877173.9130434785,3132812.5,5477500.0,3493000.0,3833333.3333333335,4942968.75,1984246.5753424657,3680000.0,494642.85714285716,1815958.3333333333,2506250.0,2555555.5555555555,3234259.2592592593,7636538.461538462,6730851.063829787,7091071.428571428,4393750.0,4136458.3333333335,6618333.333333333,3132812.5
Chrysocyon brachyurus,1341554.054054054,2421341.463414634,2606818.1818181816,4455921.052631579,5839705.882352941,7356976.7441860465,3358653.846153846,7636538.461538462,4721641.791044776,1864473.6842105263,3833782.6086956523,3796739.1304347827,7091071.428571428,4467500.0,6204687.5,4963888.888888889,2112234.0425531915,3133928.5714285714,1521527.7777777778,7356976.7441860465,3358653.846153846,2836428.5714285714,3373529.411764706,2443103.4482758623,3234259.2592592593,4467500.0,4467500.0,3584375.0,3811842.1052631577,7532142.857142857,3358653.846153846,2325833.3333333335,5839705.882352941,945476.1904761905,3234259.2592592593,4138571.4285714286,7356976.7441860465,6618333.333333333,3714705.882352941,5876234.567901234,7189772.7272727275,2606818.1818181816,7189772.7272727275,6204687.5,5216666.666666667,3234259.2592592593,3033695.652173913,4866923.076923077,2069285.7142857143,2406034.4827586208,1741666.6666666667,6204687.5,5225000.0,1993571.4285714286,2910833.3333333335,5484375.0,7030000.0,4387500.0,4455633.802816901,2870454.5454545454,7636538.461538462,6618333.333333333
Dasypus novemcinctus,1076807.2289156627,1787500.0,1561627.9069767443,4080120.481927711,2708333.3333333335,6083653.846153846,2646212.121212121,2553571.4285714286,4721641.791044776,1296808.5106382978,2383162.1621621624,2425694.4444444445,2628676.470588235,1918571.4285714286,2628676.470588235,1918571.4285714286,1625000.0,1975000.0,1386708.8607594937,6083653.846153846,2646212.121212121,1986111.111111111,1598809.5238095238,1792647.0588235294,2646212.121212121,1918571.4285714286,1865277.7777777778,1561627.9069767443,2840196.0784313725,5858333.333333333,2425694.4444444445,1663194.4444444445,2708333.3333333335,777173.9130434783,2646212.121212121,3081914.8936170214,5858333.333333333,2553571.4285714286,1975000.0,5173641.304347826,5751818.181818182,1561627.9069767443,6083653.846153846,2708333.3333333335,3423437.5,2495000.0,1871093.75,4721641.791044776,1833544.3037974683,1814393.9393939395,1418650.7936507936,2628676.470588235,2883064.5161290322,1330555.5555555555,2425694.4444444445,1814864.8648648649,6202941.176470588,2098437.5,4455633.802816901,1918571.4285714286,1918571.4285714286,2553571.4285714286,2482638.888888889,1918571.4285714286
Didelphis virginiana,1810625.0,2586607.1428571427,3017708.3333333335,4703472.222222222,3621250.0,7030000.0,3532926.8292682925,3368604.6511627906,5272500.0,2897000.0,2099452.380952381,3218888.888888889,3532926.8292682925,3811842.1052631577,3811842.1052631577,3811842.1052631577,2497413.793103448,3621250.0,1319879.5180722892,7189772.7272727275,3532926.8292682925,3017708.3333333335,3292045.4545454546,3292045.4545454546,3448809.523809524,3811842.1052631577,3811842.1052631577,3218888.888888889,2817241.379310345,6456122.448979592,3218888.888888889,3148913.0434782607,3621250.0,1270614.0350877193,3448809.523809524,2553125.0,7030000.0,3621250.0,3532926.8292682925,5470977.011494253,6730851.063829787,3017708.3333333335,6877173.9130434785,3532926.8292682925,2608333.3333333335,3148913.0434782607,3448809.523809524,5272500.0,1119178.082191781,3368604.6511627906,2011805.5555555555,3714102.564102564,3292045.4545454546,2956122.448979592,2956122.448979592,3532926.8292682925,6730851.063829787,3914864.864864865,5021428.571428572,3017708.3333333335,3532926.8292682925,3448809.523809524,3621250.0,3532926.8292682925,3148913.0434782607
Equus caballus,1179487.1794871795,1957446.8085106383,1938194.4444444445,4286708.860759494,4000000.0,6590625.0,3358653.846153846,3538461.5384615385,4866923.076923077,1444886.3636363635,3040586.206896552,3493000.0,4181818.1818181816,3033695.652173913,3538461.5384615385,3033695.652173913,1803921.568627451,2791000.0,1542957.7464788733,6730851.063829787,3358653.846153846,2044444.4444444445,2052205.8823529412,1869852.9411764706,3358653.846153846,3171590.909090909,2907291.6666666665,1938194.4444444445,3532926.8292682925,6730851.063829787,3358653.846153846,3126470.588235294,3680000.0,828828.8288288289,3358653.846153846,3368604.6511627906,6730851.063829787,3680000.0,2584259.2592592593,5599705.882352941,6730851.063829787,1938194.4444444445,6456122.448979592,4181818.1818181816,4763043.478260869,3118750.0,4088461.5384615385,4942968.75,1905921.0526315789,667141.6666666666,1508196.7213114754,3833333.3333333335,3833333.3333333335,1562500.0,2910833.3333333335,2406034.4827586208,6877173.9130434785,3033695.652173913,4519285.714285715,2114393.9393939395,2325833.3333333335,3407407.407407407,3407407.407407407,2325833.3333333335,1814393.9393939395,3532926.8292682925
Lama vicugna,1105379.746835443,1857978.7234042552,2816935.4838709678,4515333.333333333,3796739.1304347827,5968867.924528302,9750000.0,3358653.846153846,4721641.791044776,2129878.048780488,2939233.3333333335,2256818.1818181816,3638541.6666666665,3358653.846153846,3493000.0,3234259.2592592593,1647641.5094339622,3493000.0,1565000.0,5858333.333333333,9750000.0,1984659.0909090908,2910833.3333333335,3234259.2592592593,3358653.846153846,3234259.2592592593,3011206.896551724,3368604.6511627906,5968867.924528302,2008333.3333333333,3118750.0,3796739.1304347827,793863.6363636364,3448809.523809524,5858333.333333333,3118750.0,3118750.0,5408806.818181818,5858333.333333333,2816935.4838709678,5649107.142857143,3969318.1818181816,4763043.478260869,1928000.0,3358653.846153846,4793181.818181818,1957432.4324324324,3234259.2592592593,1408467.7419354839,3234259.2592592593,3796739.1304347827,2079166.6666666667,1721428.5714285714,3638541.6666666665,6083653.846153846,4158333.3333333335,4333561.643835616,2816935.4838709678,3234259.2592592593,3358653.846153846,3234259.2592592593,3234259.2592592593,2646212.121212121,3448809.523809524,3358653.846153846
Physeter catodon,1422727.2727272727,2434444.4444444445,3319696.9696969697,4286708.860759494,4979545.454545454,6730851.063829787,4057407.407407407,4382000.0,5102419.354838709,2882894.736842105,3912500.0,4979545.454545454,4382000.0,4382000.0,4382000.0,4763043.478260869,2148039.2156862747,4763043.478260869,394461.53846153844,6877173.9130434785,4057407.407407407,3043055.5555555555,3777586.206896552,4564583.333333333,4057407.407407407,4564583.333333333,4382000.0,3651666.6666666665,2808974.358974359,6730851.063829787,4382000.0,3651666.6666666665,4763043.478260869,995909.0909090909,4057407.407407407,2882894.736842105,7189772.7272727275,4057407.407407407,4213461.538461538,5599705.882352941,6590625.0,3319696.9696969697,6590625.0,4763043.478260869,2943750.0,4057407.407407407,4057407.407407407,5102419.354838709,1480405.4054054054,4564583.333333333,1825833.3333333333,4213461.538461538,4382000.0,2808974.358974359,4057407.407407407,4382000.0,7189772.7272727275,4382000.0,4793181.818181818,3533870.9677419355,3912500.0,4213461.538461538,4213461.538461538,3912500.0,3319696.9696969697,2808974.358974359,4763043.478260869,4057407.407407407
Procyon lotor,1323666.6666666667,2545512.8205128205,2606818.1818181816,4639041.095890411,6618333.333333333,7356976.7441860465,3638541.6666666665,5839705.882352941,4793181.818181818,1968055.5555555555,4198904.761904762,4366250.0,5515277.777777778,4467500.0,6618333.333333333,4963888.888888889,2158152.1739130435,1085714.2857142857,1565000.0,7356976.7441860465,3638541.6666666665,3309166.6666666665,3373529.411764706,2834000.0,3493000.0,4467500.0,3722916.6666666665,3018421.052631579,3532926.8292682925,7189772.7272727275,3493000.0,2325833.3333333335,6618333.333333333,936556.6037735849,3493000.0,4023611.111111111,8111538.461538462,5839705.882352941,3714705.882352941,5666369.047619048,7532142.857142857,2606818.1818181816,7532142.857142857,5515277.777777778,6086111.111111111,3358653.846153846,2584259.2592592593,4942968.75,2040140.8450704226,2683653.846153846,1741666.6666666667,5515277.777777778,6204687.5,2114393.9393939395,3234259.2592592593,2839318.1818181816,7356976.7441860465,2230892.8571428573,4584782.608695652,3714705.882352941,2742187.5,6204687.5,7636538.461538462,2742187.5,1975000.0,3448809.523809524,2584259.2592592593,3493000.0,4979545.454545454
Oryctolagus cuniculus,788636.3636363636,1518125.0,3545535.714285714,4455921.052631579,4746428.571428572,6590625.0,3638541.6666666665,4430000.0,4793181.818181818,2515540.5405405406,3040586.206896552,3796739.1304347827,4430000.0,5839705.882352941,4430000.0,6204687.5,1292021.2765957448,5839705.882352941,1521527.7777777778,6590625.0,3638541.6666666665,1840151.5151515151,3818269.230769231,3324107.1428571427,3638541.6666666665,6204687.5,5839705.882352941,3818269.230769231,3532926.8292682925,6456122.448979592,3358653.846153846,2967741.935483871,5111538.461538462,621028.0373831776,3638541.6666666665,3811842.1052631577,6877173.9130434785,4153125.0,4963750.0,5734638.554216867,6730851.063829787,3545535.714285714,6456122.448979592,4430000.0,6846875.0,3234259.2592592593,3172413.793103448,4866923.076923077,1984246.5753424657,3680000.0,1230555.5555555555,4430000.0,4746428.571428572,2421052.6315789474,3011206.896551724,5839705.882352941,6590625.0,5839705.882352941,4455633.802816901,4316304.347826087,4512500.0,4153125.0,4153125.0,4512500.0,2792968.75,3532926.8292682925,3833333.3333333335,3638541.6666666665,5216666.666666667,6204687.5
Talpa europaea,1164556.9620253164,2190476.1904761903,2683653.846153846,4769718.309859155,3285714.285714286,6730851.063829787,2816935.4838709678,3285714.285714286,4393750.0,1589375.0,3527080.0,2816935.4838709678,3172413.793103448,3033695.652173913,3066666.6666666665,2907291.6666666665,1916666.6666666667,3033695.652173913,1369375.0,6730851.063829787,2816935.4838709678,2190476.1904761903,2325833.3333333335,1589375.0,2728906.25,3033695.652173913,2791000.0,2584259.2592592593,3621250.0,6877173.9130434785,2425694.4444444445,1785714.2857142857,3066666.6666666665,836363.6363636364,2728906.25,3148913.0434782607,7030000.0,3285714.285714286,4104411.7647058824,5734638.554216867,6877173.9130434785,2683653.846153846,6590625.0,3066666.6666666665,3319696.9696969697,2568382.3529411764,1893939.393939394,4519285.714285715,1857051.282051282,1893939.393939394,1415384.6153846155,3172413.793103448,2787878.787878788,621625.0,2495000.0,3672368.4210526315,6590625.0,2683653.846153846,4218000.0,2683653.846153846,2907291.6666666665,3285714.285714286,3172413.793103448,2907291.6666666665,1392441.8604651163,3148913.0434782607,1838235.294117647,2728906.25,3043055.5555555555,2791000.0,2967741.935483871
Ursus maritimus,1341554.054054054,2545512.8205128205,3018421.052631579,4703472.222222222,7091071.428571428,7532142.857142857,3796739.1304347827,7636538.461538462,4793181.818181818,2083823.5294117648,4408850.0,4366250.0,7091071.428571428,6382142.857142857,7091071.428571428,5584375.0,2112234.0425531915,3470277.777777778,1521527.7777777778,7532142.857142857,3796739.1304347827,2919852.9411764704,4096428.5714285714,2361666.6666666665,3638541.6666666665,6382142.857142857,5584375.0,4411538.461538462,3621250.0,7356976.7441860465,3638541.6666666665,2491964.285714286,7636538.461538462,945476.1904761905,3638541.6666666665,4138571.4285714286,7908750.0,7636538.461538462,4510714.285714285,5949687.5,7356976.7441860465,3018421.052631579,7356976.7441860465,6204687.5,5477500.0,3493000.0,2584259.2592592593,4942968.75,2040140.8450704226,2491964.285714286,1741666.6666666667,7091071.428571428,5839705.882352941,2180468.75,3234259.2592592593,7189772.7272727275,491281.25,4455633.802816901,2870454.5454545454,5484375.0,7636538.461538462,7636538.461538462,5484375.0,1814864.8648648649,3532926.8292682925,2406034.4827586208,3638541.6666666665,4382000.0,2839318.1818181816,5839705.882352941,3672368.4210526315
